job_id,cluster_name,recipe_filename,latest_driver_log_ts,latest_driver_log_severity,latest_driver_log_class,latest_driver_exception_type,is_lost_task,is_stack_overflow,is_java_heap,latest_driver_message,log_name
etl-m-dt4-ods-f-ac-ope-aurora-20260412-0015,cluster-wf-dpr-load-t-23-05-2305,_ETL_m_DT4_ODS_F_AC_OPE_AURORA.json,2026-04-11T22:24:24.556926Z,DEFAULT,,java.lang.OutOfMemoryError,false,false,true,java.lang.OutOfMemoryError: Java heap space,projects/your-project/logs/dataproc.job.driver
