cluster_name,dag_id,no_of_jobs,num_of_workers,worker_machine_type,master_machine_type,total_active_minutes,estimated_cost_eur,TIMER_NAME,TIMER_TIME
cluster-wf_spark_15,UNKNOWN_DAG_ID,325,62,e2-highcpu-32,e2-highcpu-32,3111.49,4390.9380,ZERO_TIMER,00:00
cluster-wf_spark_30,UNKNOWN_DAG_ID,306,9,n2d-highcpu-224,n2d-highcpu-224,1715.22,3521.9114,ZERO_TIMER,00:00
cluster-wf_spark_29,UNKNOWN_DAG_ID,274,20,n2-highcpu-96,n2-highcpu-96,1464.82,2953.0692,ZERO_TIMER,00:00
cluster-wf_spark_101,UNKNOWN_DAG_ID,229,9,n2d-highcpu-224,n2d-highcpu-224,1554.77,3192.4602,ZERO_TIMER,00:00
cluster-wf_spark_31,UNKNOWN_DAG_ID,223,30,n2-highcpu-96,n2-highcpu-96,1351.68,4022.5924,ZERO_TIMER,00:00
cluster-wf_spark_109,UNKNOWN_DAG_ID,197,20,n2-highcpu-96,n2-highcpu-96,1299.98,2620.7500,ZERO_TIMER,00:00
cluster-wf_spark_34,UNKNOWN_DAG_ID,168,370,n2d-highcpu-2,n2d-highcpu-2,1078.48,733.5458,ZERO_TIMER,00:00
cluster-wf_spark_108,UNKNOWN_DAG_ID,161,9,n2d-highcpu-224,n2d-highcpu-224,919.18,1887.3749,ZERO_TIMER,00:00
cluster-wf_spark_159,UNKNOWN_DAG_ID,158,4,n2d-highcpu-32,n2d-highcpu-32,134.54,19.7330,ZERO_TIMER,00:00
cluster-wf_spark_16,UNKNOWN_DAG_ID,152,24,n2-highcpu-96,n2-highcpu-96,570.20,1368.4827,ZERO_TIMER,00:00
cluster-wf_spark_14,UNKNOWN_DAG_ID,134,13,n2d-highcpu-224,n2d-highcpu-224,1690.66,4860.0873,ZERO_TIMER,00:00
cluster-wf_spark_73,UNKNOWN_DAG_ID,126,21,n2-highcpu-96,n2-highcpu-96,779.55,1646.4001,ZERO_TIMER,00:00
cluster-wf_spark_64,UNKNOWN_DAG_ID,117,9,n2d-highcpu-224,n2d-highcpu-224,861.30,1768.5382,ZERO_TIMER,00:00
cluster-wf_spark_69,UNKNOWN_DAG_ID,110,29,e2-highcpu-32,e2-highcpu-32,527.23,354.2975,ZERO_TIMER,00:00
cluster-wf_spark_74,UNKNOWN_DAG_ID,105,13,n2d-highcpu-224,n2d-highcpu-224,1134.27,3260.6599,ZERO_TIMER,00:00
cluster-wf_spark_94,UNKNOWN_DAG_ID,102,16,n2-highcpu-96,n2-highcpu-96,379.69,619.6608,ZERO_TIMER,00:00
cluster-wf_spark_84,UNKNOWN_DAG_ID,92,20,n2-highcpu-96,n2-highcpu-96,528.21,1064.8696,ZERO_TIMER,00:00
cluster-wf_spark_104,UNKNOWN_DAG_ID,85,82,e2-highcpu-32,e2-highcpu-32,408.32,759.1565,ZERO_TIMER,00:00
cluster-wf_spark_41,UNKNOWN_DAG_ID,85,11,n2-highcpu-96,n2-highcpu-96,176.05,202.8079,ZERO_TIMER,00:00
cluster-wf_spark_173,UNKNOWN_DAG_ID,80,7,e2-highcpu-32,e2-highcpu-32,120.45,21.5852,ZERO_TIMER,00:00
cluster-wf_spark_301,UNKNOWN_DAG_ID,80,10,e2-highcpu-32,e2-highcpu-32,167.82,41.3509,ZERO_TIMER,00:00
cluster-wf_spark_225,UNKNOWN_DAG_ID,75,5,n2d-highcpu-32,n2d-highcpu-32,84.05,14.7926,ZERO_TIMER,00:00
cluster-wf_spark_355,UNKNOWN_DAG_ID,75,7,e2-highcpu-32,e2-highcpu-32,121.21,21.7216,ZERO_TIMER,00:00
cluster-wf_spark_100,UNKNOWN_DAG_ID,63,16,n2-highcpu-96,n2-highcpu-96,287.85,469.7653,ZERO_TIMER,00:00
cluster-wf_spark_176,UNKNOWN_DAG_ID,58,5,e2-highcpu-32,e2-highcpu-32,52.74,7.0883,ZERO_TIMER,00:00
cluster-wf_spark_304,UNKNOWN_DAG_ID,58,7,e2-highcpu-32,e2-highcpu-32,72.02,12.9052,ZERO_TIMER,00:00
cluster-wf_spark_83,UNKNOWN_DAG_ID,57,22,e2-highcpu-32,e2-highcpu-32,81.80,42.1456,ZERO_TIMER,00:00
cluster-wf_spark_24,UNKNOWN_DAG_ID,56,5,n2-highcpu-96,n2-highcpu-96,165.21,95.1602,ZERO_TIMER,00:00
cluster-wf_spark_33,UNKNOWN_DAG_ID,55,70,e2-highcpu-32,e2-highcpu-32,134.12,213.2989,ZERO_TIMER,00:00
