cluster_name,worker_machine_type,worker_family,num_workers,max_workers_from_policy,total_cores,max_total_cores,strategy,bias_mode,topology_preset,diagnostic_signals
cluster-wf_spark_63,n2d-highcpu-80,n2d,5,6,400,480,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_229,e2-highcpu-32,e2,7,8,224,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_201,n2-highcpu-32,n2,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_107,n2-highcpu-96,n2,10,10,960,960,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_259,n2d-highcpu-32,n2d,3,4,96,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_335,e2-highcpu-32,e2,10,10,320,320,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_170,n2d-highcpu-32,n2d,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_321,e2-highcpu-32,e2,7,8,224,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_118,e2-highcpu-32,e2,7,8,224,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_184,e2-highcpu-32,e2,9,10,288,320,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_162,n2d-highcpu-32,n2d,3,4,96,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_155,n2-highcpu-32,n2,4,4,128,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_345,n2-highcpu-16,n2,2,4,32,64,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_330,n2-highcpu-32,n2,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_348,n2d-highcpu-32,n2d,6,6,192,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_79,n2-highcpu-96,n2,6,6,576,576,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_183,n2d-highcpu-16,n2d,2,4,32,64,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_181,n2d-highcpu-32,n2d,3,4,96,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_18,e2-highcpu-32,e2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_359,e2-highcpu-32,e2,7,8,224,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_87,n2d-highcpu-32,n2d,4,4,128,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_164,n2-highcpu-32,n2,4,4,128,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_53,e2-highcpu-32,e2,7,8,224,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_247,n2-highcpu-16,n2,2,4,32,64,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_28,n2d-highcpu-32,n2d,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_254,n2-highcpu-32,n2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_211,e2-highcpu-32,e2,7,8,224,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_103,n2-highcpu-32,n2,3,4,96,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_265,n2-highcpu-16,n2,2,4,32,64,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_25,n2d-highcpu-32,n2d,3,4,96,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_225,n2d-highcpu-32,n2d,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_131,n2-highcpu-32,n2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_50,n2-highcpu-32,n2,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_153,n2-highcpu-32,n2,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_64,n2d-highcpu-224,n2d,9,10,2016,2240,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_287,e2-highcpu-32,e2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_318,n2-highcpu-16,n2,2,4,32,64,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_236,n2-highcpu-32,n2,4,4,128,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_276,e2-highcpu-32,e2,9,10,288,320,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_271,n2-highcpu-4,n2,2,4,8,16,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_76,e2-highcpu-32,e2,9,10,288,320,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_173,e2-highcpu-32,e2,7,8,224,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_8,n2-highcpu-32,n2,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_109,n2-highcpu-96,n2,20,20,1920,1920,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_98,e2-highcpu-32,e2,11,11,352,352,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_355,e2-highcpu-32,e2,7,8,224,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_192,e2-highcpu-32,e2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_194,e2-highcpu-32,e2,7,8,224,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_136,e2-highcpu-32,e2,4,4,128,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_260,e2-highcpu-32,e2,4,4,128,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_215,n2-highcpu-32,n2,3,4,96,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_42,n2-highcpu-4,n2,2,4,8,16,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_307,e2-highcpu-32,e2,7,8,224,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_70,n2-highcpu-32,n2,3,4,96,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_121,n2-highcpu-32,n2,4,4,128,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_169,e2-highcpu-32,e2,4,4,128,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_158,n2-highcpu-32,n2,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_31,n2-highcpu-96,n2,30,30,2880,2880,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_221,e2-highcpu-32,e2,3,4,96,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_81,e2-highcpu-32,e2,3,4,96,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_14,n2d-highcpu-224,n2d,13,13,2912,2912,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_61,e2-highcpu-32,e2,47,47,1504,1504,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_110,e2-highcpu-32,e2,8,8,256,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_147,e2-highcpu-32,e2,7,8,224,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_209,e2-highcpu-32,e2,3,4,96,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_329,e2-highcpu-32,e2,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_92,e2-highcpu-4,e2,2,4,8,16,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_3,e2-highcpu-32,e2,9,10,288,320,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_142,n2-highcpu-16,n2,2,4,32,64,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_296,e2-highcpu-32,e2,4,4,128,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_69,e2-highcpu-32,e2,29,29,928,928,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_300,n2-highcpu-32,n2,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_291,n2-highcpu-32,n2,7,8,224,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_7,n2-highcpu-32,n2,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_299,e2-highcpu-32,e2,10,10,320,320,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_132,n2-highcpu-32,n2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_125,n2-highcpu-32,n2,4,4,128,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_91,n2-highcpu-32,n2,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_58,n2-highcpu-80,n2,9,10,720,800,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_315,e2-highcpu-32,e2,6,6,192,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_280,e2-highcpu-32,e2,10,10,320,320,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_339,e2-highcpu-32,e2,10,10,320,320,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_114,n2-highcpu-32,n2,4,4,128,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_143,n2-highcpu-4,n2,2,4,8,16,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_349,e2-highcpu-32,e2,10,10,320,320,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_84,n2-highcpu-96,n2,20,20,1920,1920,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_350,e2-highcpu-32,e2,3,4,96,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_366,e2-highcpu-32,e2,7,8,224,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_326,e2-highcpu-32,e2,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_334,e2-highcpu-32,e2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_119,e2-highcpu-32,e2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_344,n2d-highcpu-32,n2d,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_163,e2-highcpu-32,e2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_120,n2d-highcpu-32,n2d,3,4,96,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_47,n2d-highcpu-32,n2d,3,4,96,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_304,e2-highcpu-32,e2,7,8,224,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_108,n2d-highcpu-224,n2d,9,10,2016,2240,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_176,e2-highcpu-32,e2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_36,n2-highcpu-32,n2,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_243,e2-highcpu-32,e2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_258,e2-highcpu-32,e2,10,10,320,320,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_202,n2-highcpu-32,n2,4,4,128,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_95,n2-highcpu-96,n2,10,10,960,960,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_269,e2-highcpu-32,e2,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_361,e2-highcpu-32,e2,10,10,320,320,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_311,n2-highcpu-16,n2,2,4,32,64,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_282,e2-highcpu-32,e2,7,8,224,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_232,e2-highcpu-32,e2,8,8,256,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_73,n2-highcpu-96,n2,21,21,2016,2016,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_15,e2-highcpu-32,e2,62,62,1984,1984,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_20,n2d-highcpu-224,n2d,2,4,448,896,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_80,e2-highcpu-32,e2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_322,e2-highcpu-32,e2,9,10,288,320,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_275,e2-highcpu-32,e2,9,10,288,320,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_253,n2-highcpu-32,n2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_333,e2-highcpu-32,e2,9,10,288,320,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_214,n2-highcpu-32,n2,3,4,96,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_172,n2-highcpu-32,n2,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_343,n2-highcpu-32,n2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_264,n2-highcpu-32,n2,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_180,n2-highcpu-32,n2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_186,n2d-highcpu-32,n2d,7,8,224,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_62,n2-highcpu-32,n2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_224,n2-highcpu-32,n2,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_40,n2-highcpu-16,n2,2,4,32,64,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_246,e2-highcpu-32,e2,8,8,256,256,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_5,n2-highcpu-16,n2,2,4,32,64,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_191,n2d-highcpu-32,n2d,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_106,n2d-highcpu-224,n2d,4,4,896,896,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_24,n2-highcpu-96,n2,5,6,480,576,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_358,n2-highcpu-16,n2,2,4,32,64,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_301,e2-highcpu-32,e2,10,10,320,320,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_231,n2-highcpu-32,n2,3,4,96,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_65,e2-highcpu-32,e2,11,11,352,352,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_51,n2-highcpu-32,n2,3,4,96,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_286,n2-highcpu-32,n2,2,4,64,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_323,n2-highcpu-32,n2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_128,n2-highcpu-32,n2,3,4,96,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_2,e2-highcpu-32,e2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_210,n2-highcpu-32,n2,4,4,128,128,cost_biased,cost_biased,8cx1GBpc,""
cluster-wf_spark_337,e2-highcpu-32,e2,5,6,160,192,cost_biased,cost_biased,8cx1GBpc,""
