cluster_name,recipe_filename,avg_executors_per_job
cluster-wf-dwh-load-4b53af6c-0420,_ETL_m_DM_MOD_MAESTRA_CONTRATOS_UBR.json,3.2795596449837077
stg-to-ods-collateral-system-2550f,_ETL_m_ODS_F_GR_FGR240S.json,3.207004636022304
stg-to-ods-electronic-banking-4840,_ETL_m_ODS_TEB_02_ANEXO_CLIENTE.json,3.202848704770245
stg-to-ods-loans-and-leasing-5272,_ETL_m_ODS_TPM06.json,3.1828249626532608
comparator-card-processing-644-1-c,_ETL_m_STG_LKP_TARJETAS_INFILE.json,3.1533668573206044
stg-to-ods-exposure-risk-29832-1-b,_ETL_m_ODS_SGR_DATOS_BASICOS.json,3.1500911576600177
comparator-loans-and-leasing-5272,_ETL_m_ODS_PM_20.json,3.1401767400153138
stg-to-ods-exposure-risk-29832-1-b,_ETL_m_ODS_SGR_INTEGRANTES_INF_CUALI.json,3.1105926516512903
cluster-wf-dwh-load-4b53af6c-0420,_ETL_m_LOAD_LKP_JERARQUIA_GESTORES_INSERT.json,3.1035560932544484
cluster-wf-dmr-load-e338500b-0100,_ETL_m_DWH_D_CONTRATOS_TARJETA_DELETE.json,3.1029570106318074
stg-to-ods-securities-valors-409e,_ETL_m_ODS_F_VA_MOVIMIENTOS.json,3.0904491605500137
stg-to-ods-risk-data-base-es-2994b,_ETL_m_ODS_RD_02_FR_CONTRATO.json,3.053511555799626
comparator-financial-assets-402-1d,_ETL_m_ODS_F_AF_COMPROMISOS_OPE.json,3.0341632185720844
cluster-wf-load-info-25f3c2ad-0000,_ETL_m_DM_LKP_ALERTAS_ENVIADAS_CLIE.json,3.026369543680306
stg-to-ods-insolvencies-system-630,_ETL_m_ODS_TSE30.json,2.980907762136301
stg-to-ods-investment-funds-411-2,_ETL_m_ODS_TFO_29_TRASPASOS.json,2.9464648525897577
stg-to-ods-expert-assistant-feed4,_ETL_m_ODS_TUA_37_DET_INCENTIVOS.json,2.9294156071667405
stg-to-ods-loans-and-leasing-5272,_ETL_m_ODS_TPM03.json,2.9065448544606802
stg-to-ods-mis-590-2-e,_ETL_m_STG_MOD_CONTRATOS_DIARIO.json,2.869917711025283
stg-to-ods-electronic-banking-4840,_ETL_m_ODS_TEB_08_ANEXO_MODULO.json,2.8653990870330284
stg-to-ods-loans-and-leasing-5272,_ETL_m_ODS_PO_13_TASACION_INMUEB.json,2.8532908885116015
stg-to-ods-mis-590-2-c,_ETL_m_ODS_F_MIS_CONTRATOS_DIARIO.json,2.853204133215724
stg-to-ods-telephonic-banking-2309,_ETL_m_ODS_TBT11.json,2.801683764514241
stg-to-ods-collateral-system-2550c,_ETL_m_ODS_F_GR_REL_RIE_GTIA.json,2.7928463939919967
stg-to-ods-partner-data-4433-1-l,_ETL_m_ODS_PD_PW301T_DIR_TELEFONOS.json,2.7779177372064097
cluster-wf-dmr-load-e338500b-0100,_ETL_m_DM_MOD_MOV_OPER_ESPECIALES_TJ.json,2.753756924223356
cluster-wf-load-info-7e158412-0345,_ETL_m_DWH_E_SITUACION_ANTERIOR_PM.json,2.750571603993284
stg-to-ods-partner-data-4433-1-l,_ETL_m_ODS_PD_PW131T_CLI_COMPLEMEN.json,2.748714221104256
stg-to-ods-exposure-risk-29832-1-b,_ETL_m_ODS_SGR_BALANCE.json,2.7406613207632016
stg-to-ods-loans-and-leasing-5272,_ETL_m_ODS_TPO50_BIENES.json,2.7275127217614767
stg-to-ods-collateral-system-2550c,_ETL_m_ODS_GR_13_EDIFICIO.json,2.7082433621520177
stg-to-ods-loans-and-leasing-5272,_ETL_m_ODS_PO_70_STAT_CLI_DENGINE.json,2.7060127870115025
comparator-sfe-activa-cliente-2555,_ETL_m_ODS_ACT_TASK_FOLLOW_UP.json,2.6964658790163214
stg-to-ods-partner-data-4433-1-j,_ETL_m_ODS_F_PD_KW845T.json,2.690346208023525
stg-to-ods-risk-data-base-es-2994b,_ETL_m_ODS_RD_03_FR_CLI_CONT.json,2.678973947745329
stg-to-ods-electronic-banking-4840,_ETL_m_ODS_TEB54_BENEFICIARIO.json,2.673292970022747
cluster-wf-dmr-load-e338500b-0100,_ETL_m_DWH_D_CONTRATOS_TARJETA_UPDATE.json,2.6611527385690477
comparator-expert-assistant-feed9,_ETL_m_ODS_TUA_23_PROPUESTAS.json,2.6609957327596594
comparator-expert-assistant-feed9,_ETL_m_ODS_TUA_37_DET_INCENTIVOS.json,2.6465457772876397
comparator-partner-data-4433-1-l,_ETL_m_ODS_PD_PW300T_DIR_POSTAL.json,2.6438244771960866
comparator-card-processing-644-1-b,_ETL_m_ODS_TID12.json,2.6012500914606225
stg-to-ods-current-accounts-385-2c,_ETL_m_ODS_CVCM_TKP12.json,2.5908439850908316
stg-to-ods-fixed-term-deposits-396,_ETL_m_ODS_TFP_01_CUENTAS.json,2.564202332922724
stg-to-ods-partner-data-4433-1-l,_ETL_m_ODS_TPW_10_FACULTADES.json,2.563730635746084
comparator-current-accounts-385-25,_ETL_m_ODS_KW_111T_MOV_CUENTAS.json,2.5589754597632544
stg-to-ods-risk-data-base-es-2994a,_ETL_m_ODS_CL_35_PERSONA_RATIO_ADIC.json,2.5538827193845295
cluster-wf-dwh-load-t-05-50-0550,_ETL_m_DWH_E_MOD_DB_DIRECT_EB_SIN_LIMITES.json,2.549896996491388
stg-to-ods-electronic-banking-4840,_ETL_m_ODS_TEB_26_CONTR_DBDIRECT.json,2.540746747601293
stg-to-ods-loans-and-leasing-5272,_ETL_m_ODS_PM_36_CTA_ACREEDOR.json,2.5362773487773485
cluster-wf-dmr-load-t-04-35-0435,_ETL_m_DWH_E_MOD_ORDENES_CLIENTE_SG_A.json,2.4975902278410107
stg-to-ods-payments-544-2-c,_ETL_m_ODS_TEX40.json,2.490885135176558
stg-to-ods-exposure-risk-29832-1-b,_ETL_m_ODS_SGR_REL_GAR_INTEGRANTES.json,2.4854587907430457
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_AVAL.json,2.4587657799316243
stg-to-ods-securities-valors-409e,_ETL_m_ODS_TVA_77_POS_CONTR_CIB.json,2.457322429114385
comparator-current-accounts-385-25,_ETL_m_ODS_KW_770T_CUENTAS.json,2.44746399214774
stg-to-ods-expert-assistant-feed4,_ETL_m_ODS_TUA_40_DOCUMENTOS.json,2.4442918456616343
stg-to-ods-card-processing-644-1-b,_ETL_m_ODS_TID12.json,2.4396383453916766
comparator-mis-590-2-f,_ETL_m_ODS_MOD_GAP_FLUJOS.json,2.4226291843548666
stg-to-ods-current-accounts-385-2c,_ETL_m_ODS_TTL11.json,2.41876244542309
stg-to-ods-sg-insurances-and-pensd,_ETL_m_ODS_TSG_50_HIST_SEGUROS.json,2.4173196825113994
stg-to-ods-insolvencies-system-630,_ETL_m_ODS_TSE03.json,2.413052736890669
stg-to-ods-electronic-banking-4840,_ETL_m_ODS_TEB55_LIBRADO.json,2.4106215481173794
stg-to-ods-sg-insurances-and-pensd,_ETL_m_ODS_TSG_Z1_LOTES_COMM.json,2.4102620805524317
stg-to-ods-insolvencies-system-630,_ETL_m_ODS_F_SE_PARTIDAS.json,2.404420879151388
comparator-partner-data-4433-1-j,_ETL_m_ODS_F_PD_PI915S_DATOS_BASICOS.json,2.3903686422894164
stg-to-ods-wealth-manager-49067-1,_ETL_m_ODS_XE_CUST_ASE_PORT.json,2.379098964321401
cluster-wf-dwh-load-t-03-00-0300,_ETL_m_DM_MOD_GEST_MES.json,2.3773649253869165
stg-to-ods-risk-data-base-es-2994b,_ETL_m_ODS_RD_01_LR_CLIENTE.json,2.352148589769913
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_TARIF_COND_PART_CLI.json,2.341021246547881
stg-to-ods-collateral-system-2550c,_ETL_m_ODS_GR_11_TASACION.json,2.3396598495039234
cluster-wf-load-info-1e0fd893-0800,_ETL_m_DM_LKP_PROT_BALANCE_PAR.json,2.329879278880877
cluster-wf-dwh-load-t-00-00-0000,_ETL_m_DWH_MOD_MOVIMIENTO_CVCM.json,2.329585449306928
stg-to-ods-sg-insurances-and-pensd,_ETL_m_ODS_TSG_42.json,2.3042917447168305
stg-to-ods-payments-544-2-c,_ETL_m_ODS_TGK24.json,2.292605022373606
stg-to-ods-sg-insurances-and-pensd,_ETL_m_ODS_TSG_44.json,2.2888112216712493
stg-to-ods-fixed-term-deposits-396,_ETL_m_ODS_TFP_04_MOVIMIENTOS.json,2.286156561166633
stg-to-ods-financial-assets-402-11,_ETL_m_ODS_TAF_35_POSICION.json,2.285940776504721
stg-to-ods-guarantees-confirming6,_ETL_m_ODS_TAV_05_COMISION.json,2.285735934137555
stg-to-ods-electronic-banking-4840,_ETL_m_ODS_TEB_10_RELACION.json,2.2840026069900303
stg-to-ods-partner-data-4433-1-l,_ETL_m_ODS_F_PD_KW796T.json,2.267131543065818
stg-to-ods-electronic-banking-4840,_ETL_m_ODS_TEB_25_DOM_DBDIRECT.json,2.2589812829494127
stg-to-ods-tf-imex-459-1-a,_ETL_m_ODS_OPDOCUCL.json,2.2523883608818687
stg-to-ods-loans-and-leasing-5272,_ETL_m_ODS_PM_23_CUOTA_ANT_CUADRO.json,2.241770251263922
stg-to-ods-electronic-banking-4840,_ETL_m_ODS_TEB_21_PART_ADM.json,2.2247100222977565
stg-to-ods-payments-544-2-d,_ETL_m_ODS_TEX_55.json,2.2215889265326063
stg-to-ods-current-accounts-385-2c,_ETL_m_ODS_CVCM_TLQ_06_LIQUIDACIONES.json,2.21647263010605
cluster-wf-dmr-load-t-23-50-2350,_ETL_m_DWH_LKP_MOVIMIENTO_DP_UPDATE.json,2.2107156415826603
stg-to-ods-exposure-risk-29832-1-b,_ETL_m_ODS_SGR_INTEGRANTES.json,2.2046274742379954
stg-to-ods-collateral-system-2550c,_ETL_m_ODS_TGR_20_MTO_CEE.json,2.193439456398276
comparator-partner-data-4433-1-j,_ETL_m_ODS_F_PD_CLIENTES.json,2.1925629448787096
stg-to-ods-wealth-manager-49067-1,_ETL_m_ODS_XE_RESTRICCION.json,2.1803248241307136
cluster-wf-dwh-load-t-22-45-2245,_ETL_m_DWH_E_LKP_MODULO_GLOBAL_RIEGOS.json,2.1798953783538018
stg-to-ods-partner-data-4433-1-a,_ETL_m_ODS_PW11_FIRMAS.json,2.178619363330207
stg-to-ods-partner-data-4433-1-l,_ETL_m_ODS_PD_58_JCO_RATING.json,2.1757031903503723
stg-to-ods-sfe-activa-cliente-2556,_ETL_m_ODS_ACT_CUSTOMER.json,2.163049233002198
stg-to-ods-electronic-banking-4840,_ETL_m_ODS_TEB_27_USUARIO_DBDIRECT.json,2.157131867404097
cluster-wf-cro-rc-load-main,_ETL_m_DWH_F_CONTRATO_RC_D.json,2.1563082894922294
stg-to-ods-current-accounts-385-2c,_ETL_m_ODS_CVMC_TEA_03_DET_EMBARGOS.json,2.149231511695133
stg-to-ods-risk-data-base-es-2994b,_ETL_m_ODS_RC_09_FR_CONT_LTV.json,2.1364005602240894
stg-to-ods-tf-imex-459-1-a,_ETL_m_ODS_OPDOCULC.json,2.1329081367842275
stg-to-ods-financial-assets-402-11,_ETL_m_ODS_TAF_29_TIPOS_CAMBIOS.json,2.1253195336812616
cluster-wf-dmr-load-t-23-50-2350,_ETL_m_DWH_LKP_MOVIMIENTO_DP_INSERT.json,2.120342296915948
cluster-wf-dmr-load-e338500b-0100,_ETL_m_DM_LKP_IMPAGADO_REC_TJ.json,2.1097658162841815
stg-to-ods-odigo-contact-center-76,_ETL_m_ODS_ODIGO_TU_INBOUND.json,2.0989990174171584
stg-to-ods-fixed-term-deposits-396,_ETL_m_ODS_CVCM_TFP_08_TIPOS.json,2.096919448708108
stg-to-ods-odigo-contact-center-76,_ETL_m_ODS_ODIGO_TU_OUTBOUND.json,2.0946341094555216
stg-to-ods-risk-data-base-es-2994a,_ETL_m_ODS_CL_36_PROTOCOLO_RATIO_ADIC.json,2.0857178218554053
stg-to-ods-collateral-system-2550c,_ETL_m_ODS_TGR_07_GREAL_CON_CT.json,2.0783590222403685
stg-to-ods-sg-insurances-and-pensd,_ETL_m_ODS_TSG_51_MOVIMIENTOS.json,2.0536244965124273
cluster-wf-load-pulse-main,_ETL_m_DM_MANUAL_ADJ_CBV.json,2.0523829685596127
stg-to-ods-sfe-activa-cliente-2556,_ETL_m_ODS_ACT_TRANSFER_PROSPECT_DATA.json,2.0450817827926593
cluster-wf-dmr-load-t-04-35-0435,_ETL_m_DWH_E_MOD_CLIENTE_MOVIMIENTO_VA.json,2.043151198514656
stg-to-ods-current-accounts-385-2c,_ETL_m_ODS_TTL14.json,2.038230005601176
stg-to-ods-payments-544-2-d,_ETL_m_ODS_TEX_15.json,2.03137344631239
cluster-wf-dmr-load-t-04-35-0435,_ETL_m_DWH_E_MOD_ORDENES_CLIENTE_SG_P.json,2.0248366306505843
stg-to-ods-partner-data-4433-1-a,_ETL_m_ODS_PD_KW800T.json,2.0243231069284184
stg-to-ods-electronic-banking-4840,_ETL_m_ODS_TEB_14_MODULO_PART.json,2.0074152826685046
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DM_LKP_TRAMO_VIA.json,2.0025447161104917
cluster-wf-dmr-load-t-05-00-0500,_ETL_m_DM_LKP_ACT_SEGUIMIENTO_TAREA.json,1.9905541561712847
cluster-wf-load-info-25f3c2ad-0000,_ETL_m_DWH_E_REL_SSI_CONTRATO.json,1.9871380112260493
cluster-wf-dwh-load-t-05-00-0500,_ETL_m_DWH_F_OPERACIONES_SMARAG_PAR.json,1.9829797456743716
stg-to-ods-sfe-activa-cliente-2556,_ETL_m_ODS_ACT_CONTACT.json,1.9793845658413727
stg-to-ods-sfe-activa-cliente-2556,_ETL_m_ODS_ACT_FUTURE_ACTION.json,1.9762350723945272
cluster-wf-dmr-load-t-21-30-2130,_ETL_m_DWH_E_D_GARAN_RECIBO_SG_RIESGO.json,1.9608247868467001
stg-to-ods-notification-hub-503696,_ETL_m_ODS_NHUB_LOADED_TEXT.json,1.9565849306528083
cluster-wf-dmr-load-t-04-35-0435,_ETL_m_DWH_E_MOD_MENSAJE_OPERADOR_SG_P.json,1.9507473022916488
stg-to-ods-card-processing-644-1-a,_ETL_m_ODS_TID05_EXTTRA.json,1.9491683652873875
comparator-mis-590-2-c,_ETL_m_ODS_MIS_MA54S_CONTRATOS_DIARIO.json,1.9448864150437237
stg-to-ods-payments-544-2-c,_ETL_m_ODS_TEX51.json,1.9441071179521479
stg-to-ods-partner-data-4433-1-j,_ETL_m_ODS_F_PD_FPW305S_EMAIL.json,1.9412133525363986
comparator-loans-and-leasing-5272,_ETL_m_ODS_PM_24_PRESTAMO_ESPECIAL.json,1.940310893859352
stg-to-ods-payments-544-2-c,_ETL_m_ODS_TEX41.json,1.9380419575343364
stg-to-ods-sfe-activa-cliente-2556,_ETL_m_ODS_ACT_SM_DYN_FIELD_VALUES.json,1.936586505470138
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DWH_LKP_TARIF_COND_PART_UPDATE.json,1.9356381486761605
stg-to-ods-fx-options-kaleidoscop7,_ETL_m_ODS_RMS_RMSMESSAGES_FX.json,1.9252056055308335
stg-to-ods-payments-544-2-a,_ETL_m_ODS_F_GB_DEVOLUCIONES.json,1.9169509188828302
stg-to-ods-loans-and-leasing-5272,_ETL_m_ODS_F_PM_LIM_CREDITOS.json,1.9159722222222224
stg-to-ods-expert-assistant-feed4,_ETL_m_ODS_TUA_45_FIRMANTES.json,1.9126131200572978
stg-to-ods-mis-590-2-j,_ETL_m_ODS_MIS_HECHOS2.json,1.9045513648016466
stg-to-ods-partner-data-4433-1-l,_ETL_m_ODS_PD_56_CLIENTE_BLOQUEO.json,1.8876106798621188
stg-to-ods-partner-data-4433-1-a,_ETL_m_ODS_TPW14_CLASIF_MIFID.json,1.8828092169800767
stg-to-ods-sfe-activa-cliente-2556,_ETL_m_ODS_ACT_FAMILY_UNIT.json,1.8806702071133612
stg-to-ods-loans-and-leasing-5272,_ETL_m_ODS_PO_04_COMENT_VERF_PO.json,1.8747217180883242
cluster-wf-load-info-25f3c2ad-0000,_ETL_m_DWH_F_ALERTAS_ENVIADAS_CLIE.json,1.8692904931994836
stg-to-ods-card-processing-644-1-b,_ETL_m_ODS_TID_B5_CUENTA.json,1.8662024139799458
stg-to-ods-wealth-manager-49067-1,_ETL_m_ODS_XE_PROPUESTA_INVERSION.json,1.8661571659000922
stg-to-ods-payments-544-2-c,_ETL_m_ODS_TEX53.json,1.863365515174978
stg-to-ods-partner-data-4433-1-a,_ETL_m_ODS_PD_TPW08.json,1.860106518129648
stg-to-ods-risk-data-base-es-29941,_ETL_m_ODS_F_FRC38DS_REP_GR.json,1.8531082841291693
stg-to-ods-payments-544-2-a,_ETL_m_ODS_F_GB_INTERESES_ESP.json,1.8517615609685967
stg-to-ods-partner-data-4433-1-a,_ETL_m_ODS_TPW71_GPID.json,1.8513482263946055
cluster-wf-cro-rc-load-main,_ETL_m_RDM_F_CONTRATO_RC_D.json,1.8507255021899143
stg-to-ods-mis-590-2-b,_ETL_m_ODS_DATCTRT.json,1.8417168815878022
stg-to-ods-loans-and-leasing-5272,_ETL_m_ODS_TPM70.json,1.8319547996272134
stg-to-ods-risk-data-base-es-2994b,_ETL_m_ODS_RD_05_FR_OPER.json,1.8310123072729816
stg-to-ods-card-processing-644-1-b,_ETL_m_ODS_TATA9.json,1.8281896505582504
stg-to-ods-integrated-mailing-664a,_ETL_m_ODS_TSD61.json,1.8181943343927796
stg-to-ods-securities-valors-409e,_ETL_m_ODS_TVA_76_MOVIMIENTOS_DBT.json,1.811925880084532
stg-to-ods-alerts-and-advices-sys7,_ETL_m_ODS_HISTAVIS.json,1.8084941071521003
stg-to-ods-sg-insurances-and-pensd,_ETL_m_ODS_TSG_66.json,1.8042775681838261
stg-to-ods-terms-and-fees-21701-13,_ETL_m_ODS_TSC_02_COND_PART_CLI.json,1.8031380595051476
stg-to-ods-expert-assistant-feed4,_ETL_m_ODS_TUA_32_CARTERAS.json,1.802870401539764
stg-to-ods-current-accounts-385-2c,_ETL_m_ODS_CVMC_TEA_02_RES_EMBARGOS.json,1.7988208932720537
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_COMISION_AVAL.json,1.7986709044957068
