cluster_name,recipe_filename,p95_job_duration_ms,avg_job_duration_ms,runs
cluster-wf_spark_15,_SPARK_JOB_recipe_filename_4051.json,2008340,742612.8571428572,7
cluster-wf_spark_15,_SPARK_JOB_recipe_filename_3931.json,2001122,593221.1428571428,7
cluster-wf_spark_15,_SPARK_JOB_recipe_filename_3977.json,2000396,710848.8333333333,6
cluster-wf_spark_15,_SPARK_JOB_recipe_filename_4035.json,1997303,907685.3333333334,3
cluster-wf_spark_15,_SPARK_JOB_recipe_filename_4011.json,1997197,640550.1666666667,6
cluster-wf_spark_15,_SPARK_JOB_recipe_filename_3990.json,1995997,624299.3333333334,6
cluster-wf_spark_15,_SPARK_JOB_recipe_filename_3969.json,1995693,833858.6666666666,6
cluster-wf_spark_15,_SPARK_JOB_recipe_filename_3968.json,1995609,1003436.25,4
cluster-wf_spark_29,_SPARK_JOB_recipe_filename_5896.json,1983625,561870.7142857143,7
cluster-wf_spark_29,_SPARK_JOB_recipe_filename_5920.json,1983493,649204.5714285715,7
cluster-wf_spark_29,_SPARK_JOB_recipe_filename_5884.json,1982709,606742.1428571428,7
cluster-wf_spark_29,_SPARK_JOB_recipe_filename_5915.json,1982505,671293.8333333334,6
cluster-wf_spark_29,_SPARK_JOB_recipe_filename_5917.json,1979368,711700.7142857143,7
