cluster_name,recipe_filename,avg_job_duration_ms
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_CIR_NOVAC_REFINAN.json,751464.142857143
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOTIVOS_DECLARACION.json,748187.5714285714
stg-to-ods-payments-544-2-c,_ETL_m_ODS_TSP_18_CLI_SRV_SPMP.json,747575.2857142858
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_LOAD_LKP_MOT_SIT_SERVICIO_DELETE.json,747568.8333333333
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_CENTROS_INSERT.json,746262.8333333333
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_LOAD_LKP_SIT_ESTAMPACION_DELETE.json,745515.1666666666
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_LOAD_LKP_MOVIMIENTOS_DBLINE_INSERT.json,745212.7142857143
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_D_EXCEPCION_LIQUID_AUTO_INSERT.json,744887.4285714286
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_CIR_TIPO_ACTIVO_FINAN.json,743939.8571428572
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_E_L_TG_MOT_RIESGO_LOCAL.json,743473.8333333334
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_E_L_TI_SECTOR_CIRBE.json,743104.5
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOD_TIPO_INTERES_INSERT.json,742871.1428571428
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PLAZO_UPDATE.json,742612.8571428572
cluster-wf-dmr-load-t-06-15-0615,_ETL_m_DM_LKP_TIPO_DEUDA.json,742267.4285714285
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_E_L_TG_AUTONOMIAS.json,742076.857142857
stg-to-ods-loans-and-leasing-5272,_ETL_m_ODS_F_PM_CONTRATOS.json,741081
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_LOAD_LKP_TIPO_USUARIO_INSERT.json,738689.857142857
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_CLASE_EMP_FATCA_UPDATE.json,738089.1666666667
cluster-wf-dwh-load-t-03-00-0300,_ETL_m_DM_HIER_SEGMENTO_N1.json,737504.5714285715
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_TIPO_BLOQUEO_INSERT.json,737343.5
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_LOAD_LKP_SIT_TARJETA_DBLINE_DELETE.json,736447.3333333334
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_INE_POSTAL.json,736231.8333333334
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_LOAD_LKP_SIT_TARJETA_DBLINE_INSERT.json,736075.2857142857
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_GRUPO_CRS_UPDATE.json,735496.4
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_LOAD_LKP_SIT_SERVICIO_INSERT.json,732005.857142857
cluster-wf-load-info-7e158412-0345,_ETL_m_DM_LKP_SITUACION_ANTERIOR_PM.json,731839.3333333334
cluster-wf-load-info-7e158412-0345,_ETL_m_DM_LKP_CONCEPTO_LIQ_PROD_PM.json,728579.4
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_SITUACION_OPE.json,728324
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_LOAD_LKP_TIPO_PRODUCTO_DELETE.json,727634.3333333333
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_CALIFICACION.json,726104.6666666666
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_E_L_TG_CONSENTIMIENTO.json,725444.1428571428
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_LOAD_LKP_IND_ANULACION_INSERT.json,725139.4285714285
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_LOAD_LKP_TIPO_PRODUCTO_INSERT.json,723483.857142857
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_LOAD_LKP_SIT_ESTAMPACION_INSERT.json,722846.8571428572
