cluster_name,recipe_filename,job_id,app_start_iso,avg_job_duration_in_mins_sec,status,message
cluster-wf-dmr-load-t-23-05-2305,_ETL_m_DQ3_ODS_F_AF_OPE_MERCADO.json,etl-m-dq3-ods-f-af-ope-mercado-20260330-0014,2026-03-29T22:15:02.282999Z,11m 46sec,,
cluster-wf-dmr-load-e338500b-0100,_ETL_m_DWH_D_CONTRATOS_TARJETA_UPDATE.json,etl-m-dwh-d-contratos-tarjeta-update-20260330-0211,2026-03-30T00:12:19.303999Z,11m 36sec,SUCCESS,
cluster-wf-dmr-load-t-04-35-0435,_ETL_m_DWH_E_MOD_ORDENES_CLIENTE_FI_A.json,etl-m-dwh-e-mod-ordenes-cliente-fi-a-20260330-0556,2026-03-30T03:56:33.740Z,11m 33sec,SUCCESS,
cluster-wf-dmr-load-t-04-35-0435,_ETL_m_DWH_E_MOD_ORDENES_CLIENTE_FI_OTHERS.json,etl-m-dwh-e-mod-ordenes-cliente-fi-others-20260330-0632,2026-03-30T04:32:54.976Z,11m 11sec,SUCCESS,
cluster-wf-dmr-load-t-02-45-0245,_ETL_m_ODS_CVCM_TPA05.json,etl-m-ods-cvcm-tpa05-20260330-0355,2026-03-30T01:55:58.875Z,11m 6sec,SUCCESS,
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DWH_LKP_PROD_CONCEPTO_TARIFA_UPDATE.json,etl-m-dwh-lkp-prod-concepto-tarifa-update-20260330-0216,2026-03-30T00:17:06.476999Z,10m 57sec,SUCCESS,
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DWH_LKP_TARIF_COND_ESTD_UPDATE.json,etl-m-dwh-lkp-tarif-cond-estd-update-20260330-0216,2026-03-30T00:17:09.723999Z,10m 46sec,FAILURE,Exception message: writeResultAndErrors failed: Failed to write to BigQuery
cluster-wf-dwh-load-t-06-00-0600,_ETL_m_STG_LKP_CONTRATOS_DBLINE.json,etl-m-stg-lkp-contratos-dbline-20260330-0707,2026-03-30T05:07:08.073999Z,10m 41sec,SUCCESS,
comparator-wf-dwh-load-t-06-50,_ETL_m_DWH_MOD_MENSAJES_CCA.json,ETL_m_DWH_MOD_MENSAJES_CCA_comparator-20260330-1357,2026-03-30T11:57:51.286999Z,10m 36sec,,
cluster-wf-dwh-load-t-22-30-2230,_ETL_m_LOAD_LKP_LISTA_PEP_UPDATE.json,etl-m-load-lkp-lista-pep-update-20260330-0003,2026-03-29T22:04:02.190Z,10m 36sec,SUCCESS,
comparator-a-wf-dwh-load-t-05-50,_ETL_m_DWH_E_F_OPERACION_FICHERO_EB.json,ETL_m_DWH_E_F_OPERACION_FICHERO_EB_comparator-20260329-1537,2026-03-29T13:38:05.338999Z,10m 31sec,,
cluster-wf-dmr-load-t-04-35-0435,_ETL_m_DWH_E_MOD_COSTE_MOV.json,etl-m-dwh-e-mod-coste-mov-20260330-0544,2026-03-30T03:44:31.135999Z,10m 28sec,SUCCESS,
cluster-wf-load-info-986acbb7-0100,_ETL_m_DWH_LKP_CLIENTE_CLASIF_MIFID_UPDATE.json,etl-m-dwh-lkp-cliente-clasif-mifid-update-20260330-0218,2026-03-30T00:18:16.380Z,10m 15sec,FAILURE,Exception message: writeResultAndErrors failed: Failed to write to BigQuery
cluster-wf-load-info-986acbb7-0100,_ETL_m_DQ3_ODS_BQ_01.json,etl-m-dq3-ods-bq-01-20260328-0249,2026-03-28T01:49:24.671Z,9m 56sec,FAILURE,Exception message: writeResultAndErrors failed: Primary key columns must be provided.
comparator-a-wf-dwh-load-t-05-50,_ETL_m_ODS_TEB_04_OPERACIONES.json,ETL_m_ODS_TEB_04_OPERACIONES_comparator-20260329-1443,2026-03-29T12:43:24.657Z,9m 52sec,,
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PLANPROD_CONT_UPDATE_GCP.json,etl-m-dwh-l-tg-planprod-cont-update-gcp-20260330-0448,2026-03-30T02:48:22.591Z,9m 47sec,FAILURE,Exception message: writeResultAndErrors failed: Failed to write to BigQuery
cluster-wf-dmr-load-e338500b-0100,_ETL_m_DM_LKP_EXTRACTO_CONTRATO_TJ.json,etl-m-dm-lkp-extracto-contrato-tj-20260330-0309,2026-03-30T01:09:29.059Z,9m 42sec,SUCCESS,
cluster-wf-dwh-load-t-08-15-0815,_ETL_m_DWH_LKP_RESTRICCION_ACT_UPDATE.json,etl-m-dwh-lkp-restriccion-act-update-20260330-0927,2026-03-30T07:28:00.608Z,9m 41sec,SUCCESS,
cluster-wf-load-info-986acbb7-0100,_ETL_m_ODS_TPW14_CLASIF_MIFID.json,etl-m-ods-tpw14-clasif-mifid-20260330-0213,2026-03-30T00:14:12.852999Z,9m 26sec,SUCCESS,
cluster-wf-dmr-load-t-02-45-0245,_ETL_m_ODS_TTL15.json,etl-m-ods-ttl15-20260330-0356,2026-03-30T01:56:23.967Z,9m 13sec,SUCCESS,
cluster-wf-dwh-load-t-05-50-0550,_ETL_m_DWH_D_LOTE_EB_INSERT.json,etl-m-dwh-d-lote-eb-insert-20260330-1112,2026-03-30T09:13:13.374Z,9m 8sec,SUCCESS,
cluster-wf-load-info-986acbb7-0100,_ETL_m_ODS_TPW_69_RISK_PILLARS_CRRE.json,etl-m-ods-tpw-69-risk-pillars-crre-20260330-0213,2026-03-30T00:13:30.812999Z,8m 59sec,SUCCESS,
cluster-wf-dmr-load-t-21-50-2150,_ETL_m_ODS_F_PD_RATINGS.json,etl-m-ods-f-pd-ratings-20260329-2258,2026-03-29T20:59:10.346999Z,8m 53sec,SUCCESS,
