cluster_name,recipe_filename,avg_executors_per_job,p95_run_max_executors,avg_job_duration_ms,p95_job_duration_ms,runs,seconds_at_cap,runs_reaching_cap,total_runs,fraction_reaching_cap,max_concurrent_jobs
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_CLAVE_GARANTIA.json,0.37388670274571567,2,920651.142857143,2360246,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_CNAE.json,0.1953389826061983,3,568309.2857142857,2374491,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_CNAE2009.json,0.3670914103188723,2,1091210.6666666667,2402086,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_CNAE93.json,0.2029501969844914,2,710848.8333333333,2000396,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_CNO.json,0.2546007485963818,2,405095.25,458079,4,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_CODIGO_SERVICIO_INSERT.json,0.24945288629535842,2,602685.6666666666,940964,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_CODIGO_SERVICIO_UPDATE.json,0.07908498848239953,2,868336.8333333334,2327994,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_CONSENTIMIENTO_DELETE.json,0.13032258064516128,2,496543.2,2104110,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_CONSENTIMIENTO_INSERT.json,0.498166345850927,2,1544268.2,5936712,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_CONSENTIMIENTO_UPDATE.json,0.28574962040613133,2,722758.6666666666,2389664,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_DET_GARAN.json,0.2761911058153217,2,288005.2,421444,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_DIVISAS.json,0.17049995037602708,4,393950.3333333334,605685,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_ENTIDADES_INSERT.json,0.09939459377302363,4,475901.5,899057,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_ENTIDADES_UPDATE.json,0.41894360907176054,4,929982.4285714285,2384225,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_ESPECIALIDAD_GESTOR_DELETE.json,0.16428692843787185,3,485176,2052840,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_ESPECIALIDAD_GESTOR_INSERT.json,0.2554886324210631,4,446497.2,644057,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_ESPECIALIDAD_GESTOR_UPDATE.json,0.12407730649134036,1,624299.3333333334,1995997,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_ESTADO_BLOQUEO_DELETE.json,0.1518157309393217,2,580264.8,2046750,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_ESTADO_BLOQUEO_INSERT.json,0.2511251353923449,2,869439.7142857143,2562793,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_ESTADO_BLOQUEO_UPDATE.json,0.29533689290185816,2,515236.8,588401,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_EXANTE_INSERT.json,0.27136885019347706,2,470913,661534,4,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_EXANTE_UPDATE.json,0.4432107731568079,2,323976.5,539748,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_FESTIVOS_INSERT.json,0.3769446908589657,3,1079752.1428571427,4419820,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_FESTIVOS_UPDATE.json,0.363750948728212,2,441985.5,1168847,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_FIN_OPERACION.json,0.12710786915973601,1,917923,2544743,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_FORMA_LEGAL_INSERT.json,0.15842554809532533,4,2434535.6,8500031,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_FORMA_LEGAL_UPDATE.json,0.10996314535959,4,529343.8333333333,1170839,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_GRUPO_BIEN.json,0.2241420955380312,2,888928.8571428572,2387914,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_GRUPO_CRS_DELETE.json,0.08682235780910302,2,534749.4,2059621,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_GRUPO_CRS_INSERT.json,0.182028133735826,2,880685.7142857143,2556970,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_GRUPO_CRS_UPDATE.json,0.17072745558162922,2,735496.4,2008615,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_GRUPO_ECO_DELETE.json,0.4533834680853663,3,181342.8,350438,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_GRUPO_ECO_INSERT.json,0.5073025526811719,3,281992.5,449521,4,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_GRUPO_ECO_UPDATE.json,0.2315196694513583,3,335192,612560,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_INDICIO_FATCA_DELETE.json,0.3354445723325162,4,522645.2,2112683,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_INDICIO_FATCA_INSERT.json,0.20643337951368287,2,1575391.8571428573,8510343,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_INDICIO_FATCA_UPDATE.json,0.2859293620562367,2,640550.1666666666,1997197,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_INE_POSTAL.json,0.33955777516041985,3,736231.8333333334,2314364,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_LICENCIA.json,0.14365510695521178,3,1199592.8333333333,3675705,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOD_TIPO_INTERES_DELETE.json,0.22672330324515105,2,200153.25,317320,4,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOD_TIPO_INTERES_INSERT.json,0.15801864328166138,2,742871.1428571428,2559450,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOD_TIPO_INTERES_UPDATE.json,0.29837133186559606,5,379384,562087,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOTIVOS_DECLARACION.json,0.25135823673973945,2,748187.5714285714,2546466,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOTIVO_BLOQUEO_DELETE.json,0.002824858757062147,2,189102.5,354026,4,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOTIVO_BLOQUEO_INSERT.json,0.20089307777624896,2,1405389.6666666667,5934599,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOTIVO_BLOQUEO_UPDATE.json,0.26546372166142473,2,426980.6,552463,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOTIVO_DESBLOQUEO_DELETE.json,0.1029309488325882,2,546282.8,2092232,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOTIVO_DESBLOQUEO_INSERT.json,0.27644041918762585,2,988327.2857142857,4415306,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOTIVO_DESBLOQUEO_UPDATE.json,0.5869418170185748,2,955188,2474896,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOT_EXENCION_COMISION_DELETE.json,0.18445793337097685,2,549543.8,2084127,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOT_EXENCION_COMISION_INSERT.json,0.11328144390884871,2,823550.2857142858,2567015,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOT_EXENCION_COMISION_UPDATE.json,0.29750446248029505,2,769378.5,2760652,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOT_NOTIF_ELEC_DELETE.json,0.32196337956495225,2,211860.6,327029,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOT_NOTIF_ELEC_INSERT.json,0.17632794809931635,1,438328,737079,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOT_NOTIF_ELEC_UPDATE.json,0.17479332744806417,2,947256.5,3675714,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOT_RIESGO_LOCAL_DELETE.json,0.05220338983050848,2,568537.4,2048712,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOT_RIESGO_LOCAL_INSERT.json,0.12179605543493699,2,1033769,4420672,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MOT_RIESGO_LOCAL_UPDATE.json,0.15009006906048167,2,546453.3333333333,1130527,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_MUNICIPIOS.json,0.22028351344898106,1,907685.3333333334,1997303,3,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_ORIGEN_OPERACION.json,0.15716126487410428,1,378913,513064,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PAIS.json,0.4970426533695958,4,999851,3677030,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PAISES_CRS_DELETE.json,0.11290068248453938,2,560667,2074342,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PAISES_CRS_INSERT.json,0.08791410530198886,2,254517.75,533317,4,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PAISES_CRS_UPDATE.json,0.4623652125943969,2,345571.4,517209,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PAIS_BE_INSERT.json,0.19876299322098515,4,1010106.0000000001,4427238,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PAIS_BE_UPDATE.json,0.408986583524158,3,472862.4,1141435,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PAIS_RIESGO_INSERT.json,0.1695142310718873,2,640966.2857142858,2577497,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PAIS_RIESGO_UPDATE.json,0.30476790205596754,2,803909,2751171,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PLANPROD_CONT.json,0.49178198260300143,3,1018572.7142857144,2745916,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PLANPROD_INSERT.json,0.3875354589134632,2,441992,826693,4,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PLANPROD_UPDATE.json,0.3888004856822035,2,319118,415466,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PLAZO_DELETE.json,0.048595682246908405,3,528077.4,2039002,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PLAZO_INSERT.json,0.2626889494813033,2,693458.2857142857,2568449,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PLAZO_UPDATE.json,0.21792462967548987,3,742612.8571428572,2008340,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_POBLACIONES.json,0.2989269662130094,8,961626.8,2341136,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PROD_CRS_FATCA_DELETE.json,0.1079399151473455,2,582614.6,2086278,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PROD_CRS_FATCA_INSERT.json,0.506514964793984,3,209406.8333333333,376591,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PROD_CRS_FATCA_UPDATE.json,0.29730537584776995,3,456096.5714285714,980362,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PROVINCIA_DELETE.json,0.1445027338554751,1,546940.4,2057322,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PROVINCIA_INSERT.json,0.07011152662579706,3,404316.4,541703,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_PROVINCIA_UPDATE.json,0.4058747902089641,2,389370.14285714284,984512,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_RELACION_PERSONAS_DELETE.json,0.34396293097636443,2,198139.75,326347,4,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_RELACION_PERSONAS_INSERT.json,0.16220492288032476,2,549076.6666666667,871138,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_RELACION_PERSONAS_UPDATE.json,0.5726730080385418,5,502309.5,1210553,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_REL_FIN_CREDITOS.json,0.325091440374265,2,595357.142857143,2288250,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_SEXO.json,0.392680394948839,3,1021278.8571428572,3678381,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_SITUACION_DETERIORO.json,0.5196492825921211,2,214363.3333333333,350751,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_SITUACION_OPE.json,0.3583659624084029,2,728324,3677011,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_SUCURSALES_INSERT.json,0.14103959185926399,2,383990.5,600360,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_SUCURSALES_UPDATE.json,0.7127264790379577,3,521225.2,1270374,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_SUJETO.json,0.4560975756241723,2,532623,1237023,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_TASADORAS.json,0.3766561650883864,5,819954.8571428572,2753007,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_TIPO_BIEN.json,0.6396966765751986,4,328559.6,428115,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_TIPO_BLOQUEO_DELETE.json,0.15805471124620063,2,576691,2056544,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_TIPO_BLOQUEO_INSERT.json,0.2690182909683354,2,737343.5,1844336,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_TIPO_BLOQUEO_UPDATE.json,0.7217490392802294,2,758855.1666666666,2766702,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_TIPO_GARANTIA.json,0.10122924949012096,2,1510196.4,3678471,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_TIPO_GRUPO.json,0.33318952672887114,2,707461.1428571428,2752231,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_TIPO_REFINAN.json,0.2943782443106862,2,707664.4285714285,2770763,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_TIPO_VIA.json,0.4402528943911039,2,464664.00000000006,1349286,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_TIPO_VINC_DB_DELETE.json,0.36179074757863394,2,176526,346829,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_TIPO_VINC_DB_INSERT.json,0.1361100775452524,2,468377.8333333333,932027,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_TIPO_VINC_DB_UPDATE.json,0.42152798866282015,2,787108.0000000001,3677107,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TG_TRAMO_VIA.json,0.2966072484924815,1,562673,1202374,4,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TI_CALIFICACION_GEST_INSERT.json,0.18109290118002244,2,437577.60000000003,659726,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TI_CALIFICACION_GEST_UPDATE.json,0.4728692845635511,3,811846.1666666667,2203416,6,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TI_CALIFICACION_RIESGO_INSERT.json,0.08897505687347572,2,1245335.714285714,4405413,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TI_CALIFICACION_RIESGO_UPDATE.json,0.5064667043283722,3,606006.5714285714,1876629,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TI_CODIGOS_IMPORTE.json,0.17112925256665926,4,675039.4285714286,2285862,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TI_ESTADO_N_INSERT.json,0.01953125,1,626771.4,1905339,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TI_ESTADO_N_UPDATE.json,0.4249851621798061,2,592871,2412755,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TI_FINALIDAD_AVALES.json,0.6523250646802252,2,393346,559259,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TI_SECTOR_CIRBE.json,0.3944854942923242,2,666480.2857142857,2365942,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TI_SECTOR_CIRBE_NEW.json,0.470052669015735,2,481657.4,1166239,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_TRAMITE_LEGAL.json,0.3539564719447747,2,519554.4,1324927,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_L_VINC_DB.json,0.30995595548243554,2,1004544.5714285714,3742558,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_TABLGEN_HIST_INSERT.json,0.11199876108157704,2,561069.25,892557,4,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_TABLGEN_HIST_UPDATE.json,0.38432310265563263,2,465881.4,594877,5,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_TG_1384_ESG_GSS_APPROVALS_INSERT.json,0.0911448290991607,2,1120877.2857142857,4523035,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_DWH_TG_1384_ESG_GSS_APPROVALS_UPDATE.json,0.5114992154092619,4,872558,3743049,7,,,,,28
cluster-wf-dmr-load-e338500b-0300,_ETL_m_LKP_SUBCALIFICACION.json,0.5014584592145955,2,605957.2,1244424,5,,,,,28
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_AVAL.json,2.458765779931624,8,541683,844468,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_AVAL_ADIC.json,0.14545454545454545,3,153019.8,337748,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_BASE_TARIFA.json,0.2857881136950904,4,214477.2,344376,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_BONIFICACIONES_TARIFA.json,0.5418330345501956,3,194602,367288,4,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_CALIFICACION_AVAL.json,0.3575245050932155,5,168418.6,284564,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_CANAL_DISTRIBUCION.json,0.4941835941835942,5,178969,398014,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_CLASE_AVAL.json,0.19199855778512467,3,222132.4,398465,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_COMISION_AVAL.json,1.7986709044957068,5,435881.6,642987,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_CONCEPTO_TARIFA.json,0.27902685403704497,4,174706.4,354228,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_COND_ESTD_CONTR_AVAL.json,0.20327868852459016,4,142602.4,343518,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_COND_ESTD_TRAMO.json,0.3874107515388474,6,213808,411473,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_COND_PART_NIVEL.json,0.28561495357184663,3,190450.8,385183,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_COND_PART_TRAMO.json,0.013986013986013988,2,169873.59999999998,398028,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_CONTRATO_AVAL.json,0.21657482287268304,3,100063,157443,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_FINALIDAD_AVAL.json,0.22091084187635912,3,186827.8,435816,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_GASTOS_AVAL.json,0.18985603543743076,2,104715.4,140783,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_GASTO_CORREO_AVAL.json,0.2660857246400686,3,244862.4,305126,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_MARCA_TARJETA.json,0.3852111823254997,4,127297.2,318342,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_MOVIMIENTOS_AVAL.json,0.681119720615519,8,194580,349519,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_PATRON_CAMPANA.json,0.4697373429767796,2,213706.5,407740,4,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_PRODUCTO_TARIFA.json,0.5344773558233318,4,160011,282367,4,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_PROD_CONCEPTO_TARIFA.json,0.29376066856330013,2,240411.8,380668,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_PROD_CONTR_TARJETA.json,0.8782624214734438,8,182184.25,412156,4,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_REGULARIZA_AVAL.json,0.4817962178128813,3,132274,179180,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_SOLICITUDES_AVAL.json,0.3934108527131783,4,159710.6,365522,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_TARIFA_PLANA.json,0.0576387564371543,1,259870,392341,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_TARIF_COND_ESTD.json,0.18857142857142856,2,157467.2,388064,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_TARIF_COND_PART.json,0.24781954887218047,2,164884.2,304909,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_TARIF_COND_PART_CLI.json,2.3410212465478812,6,336036,396213,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_TARIF_COND_PART_TRAMO.json,5.941827863419682,10,1764141.8,3509108,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_TARIF_COND_STANDARD.json,0.31616879208851634,4,274462.2,460591,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_TARIF_PATRON_CONTRATO.json,0.36415919569128385,2,254977.4,433817,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_TIPO_CLIENTE_TARJETA.json,0.232099681291977,2,197499.4,414846,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_TIPO_INDICE_REF.json,0.411604985358071,5,215048.8,431025,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_LKP_TIPO_TARJETA.json,0.0953369670271324,2,211334.4,408722,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_MOD_COND_AVAL.json,0.31416857853974606,2,154912.2,305417,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_MOD_COND_TARJETA.json,0.0957545037005307,2,201519.2,414393,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DM_MOD_TARIF_COND_ESTD.json,0.2570568754841055,2,185756,360909,5,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DQ3_ODS_F_AV_AVALES.json,0.27471503010290754,2,64360.333333333336,134842,6,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DQ3_ODS_F_AV_CONTRATOS.json,0.19716246433803686,2,68719,131661,6,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DQ3_ODS_F_AV_DIARIO.json,0.04541840588352216,2,66881.5,129966,6,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DQ3_ODS_F_AV_MENSUAL.json,0.04332259219477265,2,78785.83333333333,133117,6,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DQ3_ODS_TAV06.json,0.1719435134526475,1,67987,137395,6,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DQ3_ODS_TAV07.json,0.14623960489523186,1,71265.33333333334,137281,6,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DQ3_ODS_TAV12.json,0.1809260207879631,2,71350.16666666667,131526,6,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DQ3_ODS_TAV_03_MOVIMIENTOS.json,0.12336601307189543,1,65946.16666666666,104477,6,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DQ3_ODS_TAV_04_GASTOS.json,0.08736559139784945,2,58655,85664,6,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DQ3_ODS_TAV_05_COMISION.json,0.10649717514124293,1,65733.16666666667,106450,6,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DQ3_ODS_TAV_08_CON_CONTRATO.json,0.1097833479063441,1,54521.83333333333,93667,6,,,,,26
cluster-wf-dmr-load-e338500b-2208,_ETL_m_DQ3_ODS_TAV_09_CON_AVAL.json,0.07435254803675856,2,52748.333333333336,84005,6,,,,,26
