cluster_name,dag_id,no_of_jobs,num_of_workers,worker_machine_type,master_machine_type,total_active_minutes,estimated_cost_eur,TIMER_NAME,TIMER_TIME
comparator-nextportfolio-28892-1,UNKNOWN_DAG_ID,18,7,e2-standard-32,e2-standard-32,20.88,4.4903,ZERO_TIMER,00:00
comparator-notification-hub-50369c,UNKNOWN_DAG_ID,6,7,n2-standard-32,n2-standard-32,62.23,19.3832,ZERO_TIMER,00:00
comparator-odigo-contact-center-78,UNKNOWN_DAG_ID,18,7,e2-standard-32,e2-standard-32,25.64,5.5134,ZERO_TIMER,00:00
comparator-payments-544-2-e,UNKNOWN_DAG_ID,9,7,e2-standard-32,e2-standard-32,19.21,4.1305,ZERO_TIMER,00:00
comparator-sfd-digital-signaturee,UNKNOWN_DAG_ID,5,7,n2d-standard-32,n2d-standard-32,6.18,1.7654,ZERO_TIMER,00:00
comparator-sfe-activa-cliente-2555,UNKNOWN_DAG_ID,75,7,n2-standard-32,n2-standard-32,84.05,26.1785,ZERO_TIMER,00:00
comparator-telephonic-banking-230f,UNKNOWN_DAG_ID,22,7,n2d-standard-32,n2d-standard-32,23.59,6.7432,ZERO_TIMER,00:00
comparator-terms-and-fees-21701-1a,UNKNOWN_DAG_ID,7,7,n2d-standard-32,n2d-standard-32,20.17,5.7664,ZERO_TIMER,00:00
comparator-tf-imex-459-1-a,UNKNOWN_DAG_ID,15,7,e2-standard-32,e2-standard-32,23.97,5.1553,ZERO_TIMER,00:00
stg-to-ods-alerts-and-advices-sys7,UNKNOWN_DAG_ID,2,7,n2-standard-32,n2-standard-32,6.02,1.8765,ZERO_TIMER,00:00
stg-to-ods-bpm-74674-1,UNKNOWN_DAG_ID,10,7,n2-standard-32,n2-standard-32,9.95,3.0990,ZERO_TIMER,00:00
stg-to-ods-cirbe-22112-1-b,UNKNOWN_DAG_ID,8,7,e2-standard-32,e2-standard-32,9.07,1.9496,ZERO_TIMER,00:00
stg-to-ods-collection-administ-unf,UNKNOWN_DAG_ID,5,7,n2d-standard-32,n2d-standard-32,6.95,1.9878,ZERO_TIMER,00:00
stg-to-ods-compliance-money-launde,UNKNOWN_DAG_ID,3,7,n2d-standard-32,n2d-standard-32,5.98,1.7083,ZERO_TIMER,00:00
stg-to-ods-contrack-35644-1,UNKNOWN_DAG_ID,13,7,n2-standard-32,n2-standard-32,16.31,5.0792,ZERO_TIMER,00:00
stg-to-ods-fiscal-reporting-230809,UNKNOWN_DAG_ID,8,7,n2d-standard-32,n2d-standard-32,9.19,2.6272,ZERO_TIMER,00:00
stg-to-ods-general-ledger-5900-2-a,UNKNOWN_DAG_ID,11,7,n2d-standard-32,n2d-standard-32,11.06,3.1613,ZERO_TIMER,00:00
stg-to-ods-general-tables-5898-1-b,UNKNOWN_DAG_ID,15,7,n2-standard-32,n2-standard-32,15.20,4.7346,ZERO_TIMER,00:00
stg-to-ods-guarantees-confirming2,UNKNOWN_DAG_ID,10,7,e2-standard-32,e2-standard-32,13.03,2.8022,ZERO_TIMER,00:00
