cluster_name,recipe_filename,job_id,app_start_iso,avg_job_duration_in_mins_sec,status,message,EXCPETED_EXCEPTION_FROM_SUMMARY
cluster-wf-dmr-load-t-02-15-0215,_ETL_m_DQ3_ODS_F_PM_CONDICIONES_ECO.json,etl-m-dq3-ods-f-pm-condiciones-eco-20260330-0341,2026-03-30T01:42:20.243Z,61m 35sec,,,org.apache.spark.sql.AnalysisException(1): Syntax error in attribute name: __lkp__1284187467348833..
cluster-wf-dmr-load-t-01-50-0150,_ETL_m_DQ3_ODS_F_VA_EMISION.json,etl-m-dq3-ods-f-va-emision-20260330-0200,2026-03-30T00:00:08.762Z,17m 9sec,,,org.apache.spark.sql.AnalysisException(1): Syntax error in attribute name: __lkp__1284561519571000..
cluster-wf-load-info-986acbb7-0100,_ETL_m_DWH_LKP_CLIENTE_CORRESP_UPDATE.json,etl-m-dwh-lkp-cliente-corresp-update-20260328-0246,2026-03-28T01:46:53.917999Z,17m 1sec,,,"org.apache.spark.SparkException(1): Multiple failures in stage materialization. | org.apache.spark.SparkException(1): Not enough memory to build and broadcast the table to all worker nodes. As a workaround, you can either disable broadcast by setting spark.sql.autoBroadcastJoinThreshold to -1 or increase the spark driver memory by setting spark.driver.memory to a higher value."
cluster-wf-dmr-load-t-03-25-0325,_ETL_m_DQ3_ODS_F_GR_GARANTIA.json,etl-m-dq3-ods-f-gr-garantia-20260330-0434,2026-03-30T02:34:47.607Z,19m 49sec,,,org.apache.spark.sql.AnalysisException(1): Syntax error in attribute name: __lkp__1283985626778375..
cluster-wf-dmr-load-t-02-15-0215,_ETL_m_DQ3_ODS_F_PM_PROPUESTAS.json,etl-m-dq3-ods-f-pm-propuestas-20260329-0339,2026-03-29T01:39:25.782999Z,1075m 22sec,,,org.apache.spark.sql.AnalysisException(1): Syntax error in attribute name: __lkp__1284304149421750..
cluster-wf-dmr-load-t-23-05-2305,_ETL_m_DQ3_ODS_F_AF_OPE_MERCADO.json,etl-m-dq3-ods-f-af-ope-mercado-20260330-0014,2026-03-29T22:15:02.282999Z,11m 46sec,,,org.apache.spark.sql.AnalysisException(1): Syntax error in attribute name: __lkp__1283506122488791..
